subject_id,display_name,param_count_b,log_param_count,provider,arch_family,is_instruct,is_multimodal,is_closed,is_swebench_agent,is_reward_model,is_fc_variant,is_reasoning,arena_elo,arena_rank,arena_votes,hf_downloads,hf_likes,hf_created_at,openrouter_context_length,openrouter_prompt_price
afc6dcfc4a3e5286,claude-3-7-sonnet-20250219,,,anthropic,claude,0,0,1,0,0,0,0,1299.1644081266222,194.0,43197.0,,,,,
d358b99d1a6626e6,claude-3-sonnet-20240229 (repeat_user_prompt),,,anthropic,claude,0,0,1,0,0,0,0,1218.0828967285254,255.0,109284.0,,,,,
88b077c3c41e61f5,command-r,,,cohere,other,0,0,1,0,0,0,0,1163.1784534602753,282.0,54036.0,,,,128000.0,3.75e-08
8c2f0bf09668064b,command-r-plus,,,cohere,other,0,0,1,0,0,0,0,1203.8753497146824,262.0,77554.0,,,,128000.0,2.5e-06
8d882ce64ba01e94,gemini-1.5-flash-001,,,google,gemini,0,0,1,0,0,0,0,1239.345929661898,241.0,62833.0,,,,,
e635d29b1ef3c91f,gemini-1.5-flash-002,,,google,gemini,0,0,1,0,0,0,0,1286.6970026606846,206.0,34902.0,,,,,
7c5fe2b08b9cd2b4,gemini-1.5-pro-001,,,google,gemini,0,0,1,0,0,0,0,1273.5386105466528,222.0,79138.0,,,,,
70e3e5c181c774bc,gemini-1.5-pro-002,,,google,gemini,0,0,1,0,0,0,0,1319.1675068563404,181.0,55606.0,,,,,
723041c74a170a4a,gemini-2.0-flash-001,,,google,gemini,0,0,1,0,0,0,0,1354.0071937268474,150.0,43765.0,,,,1000000.0,1e-07
ff8a2370b10146bb,gemini-2.0-flash-exp,,,google,gemini,0,0,1,0,0,0,0,,,,,,,,
554e3dab1477d6ec,gpt-3.5-turbo-0125,,,openai,gpt,0,0,1,0,0,0,0,1124.9639882309173,298.0,66207.0,,,,16385.0,5e-07
f8b4f0f319be583b,gpt-4-0125-preview,,,openai,gpt,0,0,1,0,0,0,0,1262.2463171146692,232.0,93439.0,,,,,
1a000e12c4af6eb9,gpt-4-turbo-2024-04-09,,,openai,gpt,0,0,1,0,0,0,0,1271.733102895077,223.0,98114.0,,,,128000.0,1e-05
373b2ee1b8c4cf26,gpt-4o-2024-05-13,,,openai,gpt,0,0,1,0,0,0,0,1282.5872296851026,211.0,45499.0,,,,128000.0,2.5e-06
c0273dfe7bcd556d,gpt-4o-2024-05-13 (repeat_user_prompt),,,openai,gpt,0,0,1,0,0,0,0,1282.5872296851026,211.0,45499.0,,,,128000.0,2.5e-06
2ed7ad42afb0c546,gpt-4o-2024-05-13 (spotlighting_with_delimiting),,,openai,gpt,0,0,1,0,0,0,0,1282.5872296851026,211.0,45499.0,,,,131072.0,1.8e-07
48d8d4781217df68,gpt-4o-2024-05-13 (tool_filter),,,openai,gpt,0,0,1,0,0,0,0,1282.5872296851026,211.0,45499.0,,,,128000.0,2.5e-06
69b2d5746bfc9331,gpt-4o-2024-05-13 (transformers_pi_detector),,,openai,gpt,0,0,1,0,0,0,0,1282.5872296851026,211.0,45499.0,,,,128000.0,2.5e-06
27bebe765c6e794e,gpt-4o-mini-2024-07-18,,,openai,gpt,0,0,1,0,0,0,0,1286.4697778495058,207.0,68710.0,,,,128000.0,1.5e-07
924ec16cd95bd29c,meta-llama_Llama-3-70b-chat-hf,70.0,1.845098040014257,meta,llama,1,0,0,0,0,0,0,,,,,,,,
82a284d2476fb0f9,meta-llama_Llama-3.3-70B-Instruct,70.0,1.845098040014257,meta,llama,1,0,0,0,0,0,0,1275.0550842314874,220.0,54746.0,,,,131072.0,1e-07
9ec9be28d7460e38,meta-llama_Llama-3.3-70B-Instruct (repeat_user_prompt),70.0,1.845098040014257,meta,llama,1,0,0,0,0,0,0,1275.0550842314874,220.0,54746.0,,,,131072.0,1e-07
ebd466c08ab82baf,360VL-70B,70.0,1.845098040014257,other_open,other,0,1,0,0,0,0,0,,,,,,,,
69c36670d68c8b38,AKI,,,other_open,other,0,0,0,0,0,0,0,,,,,,,,
778a97ffa6f84b08,Aquila-VL-2B,2.0,0.3010299956639812,other_open,other,0,1,0,0,0,0,0,,,,,,,,
48803cad0f3dcf64,Aria,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
a3c676bba0cf6b44,BailingMM-Pro-0120,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
1c94d0cc4fb0fc41,BlueLM_V,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
96339631eeb0a20d,Bunny-llama3-8B,8.0,0.9030899869919435,meta,llama,0,1,0,0,0,0,0,,,,,,,,
f9fb3f49026037a3,ChatGPT4o,,,openai,gpt,1,1,1,0,0,0,0,,,,,,,,
8193282ef269eb16,Claude3-5V_Sonnet,,,anthropic,claude,0,1,1,0,0,0,0,,,,,,,,
8f8f039510d87f50,Claude3-5V_Sonnet_20241022,,,anthropic,claude,0,1,1,0,0,0,0,,,,,,,,
97ebc9f187ea5b34,Claude3-7V_Sonnet,,,anthropic,claude,0,1,1,0,0,0,0,,,,,,,,
04dc80990560b171,Claude3V_Haiku,,,anthropic,claude,0,1,1,0,0,0,0,,,,,,,,
2ef4e7532acaedfa,Claude3V_Opus,,,anthropic,claude,0,1,1,0,0,0,0,,,,,,,,
6f76521626cddf4d,Claude3V_Sonnet,,,anthropic,claude,0,1,1,0,0,0,0,,,,,,,,
1189b8a1d43b05b2,CloudWalk,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
5071416fa59fb0fa,DoubaoVL,,,other_closed,other,0,1,1,0,0,0,0,,,,,,,,
311ced175fd49a3c,Eagle-X5-13B,13.0,1.1139433523068367,other_open,other,0,1,0,0,0,0,0,,,,,,,,
c0d739881bf50d1e,Eagle-X5-34B-Chat,34.0,1.5314789170422551,other_open,other,1,1,0,0,0,0,0,,,,,,,,
f4989cca0f0affdd,Eagle-X5-7B,7.0,0.8450980400142568,other_open,other,0,1,0,0,0,0,0,,,,,,,,
0b7e3564cb843ed8,Falcon2-VLM-11B,11.0,1.0413926851582251,other_open,falcon,0,1,0,0,0,0,0,,,,,,,,
3c0c73f262c119c1,GLM4V,,,zhipu,other,0,1,1,0,0,0,0,,,,,,,,
3f2921525ced7fe8,GLM4V_PLUS,,,zhipu,other,0,1,1,0,0,0,0,,,,,,,,
726e2a505bb3785e,GLM4V_PLUS_20250111,,,zhipu,other,0,1,1,0,0,0,0,,,,,,,,
1ea04d83938ab34b,GPT4.5,,,openai,gpt,0,0,1,0,0,0,0,,,,,,,,
54cdb1444fb28a83,GPT4V,,,openai,gpt,0,1,1,0,0,0,0,,,,,,,,
906e54725977f453,GPT4V_20240409,,,openai,gpt,0,1,1,0,0,0,0,,,,,,,,
ec84ba3ce0669901,GPT4V_20240409_HIGH,,,openai,gpt,0,1,1,0,0,0,0,,,,,,,,
4f319ca650c03fc8,GPT4V_HIGH,,,openai,gpt,0,1,1,0,0,0,0,,,,,,,,
419833c75dd65fb3,GPT4o,,,openai,gpt,0,1,1,0,0,0,0,,,,,,,,
c105aefc618a393f,GPT4o_20240806,,,openai,gpt,0,1,1,0,0,0,0,,,,,,,,
0b3cd69106cd3a7d,GPT4o_20241120,,,openai,gpt,0,1,1,0,0,0,0,,,,,,,,
834b50f3d18f6650,GPT4o_HIGH,,,openai,gpt,0,1,1,0,0,0,0,,,,,,,,
a86e93be9b864a7b,GPT4o_MINI,,,openai,gpt,0,1,1,0,0,0,0,,,,,,,,
42fe749d304dbf2a,GeminiFlash1-5,,,google,gemini,0,0,1,0,0,0,0,,,,,,,,
0a5d7b4037495dda,GeminiFlash1-5-002,,,google,gemini,0,0,1,0,0,0,0,,,,,,,,
2a693f9add7dd26c,GeminiFlash2-0,,,google,gemini,0,0,1,0,0,0,0,,,,,,,,
6f06e7f6a1cf0aac,GeminiPro1-0,,,google,gemini,0,0,1,0,0,0,1,,,,,,,,
ac8c7a5bffb108de,GeminiPro1-5,,,google,gemini,0,0,1,0,0,0,1,,,,,,,,
2331414023e6a3dc,GeminiPro1-5-002,,,google,gemini,0,0,1,0,0,0,1,,,,,,,,
1df65f1b48dc091d,GeminiPro2-0,,,google,gemini,0,0,1,0,0,0,0,,,,,,,,
4d04a7929e568037,GeminiPro2-5,,,google,gemini,0,0,1,0,0,0,0,,,,,,,,
67cb168662d7ac40,GeminiProVision,,,google,gemini,0,1,1,0,0,0,0,,,,,,,,
12bddbc13968b89c,Gemma3-12B,12.0,1.0791812460476249,google,gemma,0,0,1,0,0,0,0,,,,,,,,
a5caeff0d40138d0,Gemma3-27B,27.0,1.4313637641589874,google,gemma,0,0,1,0,0,0,0,,,,,,,,
f8ceb119ed2f9f39,Gemma3-4B,4.0,0.6020599913279624,google,gemma,0,0,1,0,0,0,0,,,,,,,,
b0260ffb647e5898,HunYuan-Standard-Vision,,,other_open,other,0,1,0,0,0,0,0,1274.0146166612342,221.0,3904.0,,,,,
510ea2df7e11c149,HunYuan-Vision,,,other_open,other,0,1,0,0,0,0,0,1406.6935225015209,100.0,2219.0,,,,,
a3f1d2a873452c11,Idefics3-8B-Llama3,8.0,0.9030899869919435,meta,llama,0,1,0,0,0,0,0,,,,,,,,
f02114167ad19692,InternVL-Chat-V1-1,,,other_open,internvl,1,1,0,0,0,0,0,,,,,,,,
4a00de4658bef4a2,InternVL-Chat-V1-2,,,other_open,internvl,1,1,0,0,0,0,0,,,,,,,,
4ac89179d5abb591,InternVL-Chat-V1-2-Plus,,,other_open,internvl,1,1,0,0,0,0,0,,,,,,,,
f944b235f96d750b,InternVL-Chat-V1-5,,,other_open,internvl,1,1,0,0,0,0,0,,,,,,,,
469fc2d2ff6a8735,InternVL2-1B,1.0,0.0,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
5c7596ba4bc86a26,InternVL2-26B,26.0,1.414973347970818,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
0dd4a5449cf2372f,InternVL2-2B,2.0,0.3010299956639812,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
8a9cfc612c60ca84,InternVL2-40B,40.0,1.6020599913279623,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
f6f83c3ab4b51c79,InternVL2-4B,4.0,0.6020599913279624,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
f6968444d5aff501,InternVL2-76B,76.0,1.8808135922807914,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
e5c359c4e1417aa2,InternVL2-8B,8.0,0.9030899869919435,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
ed71a01496d08699,InternVL2-8B-MPO,8.0,0.9030899869919435,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
7cc3be1efda85902,InternVL2-8B-MPO-CoT,8.0,0.9030899869919435,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
dc286a567bad9c03,InternVL2_5-1B,1.0,0.0,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
4da696879d8d814f,InternVL2_5-1B-MPO,1.0,0.0,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
f8ee094c0ce00a4e,InternVL2_5-26B,26.0,1.414973347970818,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
8115026386a83ab8,InternVL2_5-26B-MPO,26.0,1.414973347970818,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
18a41aad499f5223,InternVL2_5-2B,2.0,0.3010299956639812,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
6762b88cae97a20d,InternVL2_5-2B-MPO,2.0,0.3010299956639812,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
d4703f27475d0b1f,InternVL2_5-38B,38.0,1.5797835966168101,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
26adf5b7b7684d32,InternVL2_5-38B-MPO,38.0,1.5797835966168101,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
12dbeb9b7bb1ca8f,InternVL2_5-4B,4.0,0.6020599913279624,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
0823b374cd5c16b5,InternVL2_5-4B-MPO,4.0,0.6020599913279624,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
06eb1f79e4a62832,InternVL2_5-78B,78.0,1.8920946026904804,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
e404235ba851ac5a,InternVL2_5-78B-MPO,78.0,1.8920946026904804,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
d108ba38ec2cda5d,InternVL2_5-8B,8.0,0.9030899869919435,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
c60d1018bacf9a10,InternVL2_5-8B-MPO,8.0,0.9030899869919435,other_open,internvl,0,1,0,0,0,0,0,,,,,,,,
3419c8f95d255359,JTVL,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
9ab182e8a55a3abb,Janus-1.3B,1.3,0.11394335230683679,other_open,other,0,1,0,0,0,0,0,,,,,,,,
712103590b81b134,Janus-Pro-7B,7.0,0.8450980400142568,other_open,other,0,1,0,0,0,0,0,,,,,,,,
305e4e7602b21fcd,Kosmos2,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
e98274c7d0b18c7f,LLaVA-CoT,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
d310b79b9fd64751,Llama-3-MixSenseV1_1,,,meta,llama,0,0,0,0,0,0,0,,,,4.0,1.0,2024-07-30,,
b22e051325b4ce9f,Llama-3-VILA1.5-8b,8.0,0.9030899869919435,meta,llama,0,1,0,0,0,0,0,,,,770.0,37.0,2024-04-30,,
8b4a1216ee19eec3,Llama-3.2-11B-Vision-Instruct,11.0,1.0413926851582251,meta,llama,1,1,0,0,0,0,0,,,,269824.0,1593.0,2024-09-18,131072.0,2.45e-07
112e9e7f2aa3f92d,Llama-3.2-90B-Vision-Instruct,90.0,1.954242509439325,meta,llama,1,1,0,0,0,0,0,,,,4616.0,357.0,2024-09-19,,
db1b9c90616d00ff,MMAlaya,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
faceb56da86e64c1,MMAlaya2,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
f173eede8025443b,MUG-U-7B,7.0,0.8450980400142568,other_open,other,0,1,0,0,0,0,0,,,,,,,,
69710fe9d53e5ff5,Mantis-8B-Fuyu,8.0,0.9030899869919435,other_open,other,0,1,0,0,0,0,0,,,,,,,,
0813561aaa3ebf5c,Mantis-8B-Idefics2,8.0,0.9030899869919435,other_open,other,0,1,0,0,0,0,0,,,,,,,,
d321dac7c2600993,Mantis-8B-clip-llama3,8.0,0.9030899869919435,meta,llama,0,1,0,0,0,0,0,,,,,,,,
2ad24ddafa3ac8d8,Mantis-8B-siglip-llama3,8.0,0.9030899869919435,meta,llama,0,1,0,0,0,0,0,,,,,,,,
255d7d455c1befd2,Mini-InternVL-Chat-2B-V1-5,2.0,0.3010299956639812,other_open,internvl,1,1,0,0,0,0,0,,,,,,,,
d4ac795378d75643,Mini-InternVL-Chat-4B-V1-5,4.0,0.6020599913279624,other_open,internvl,1,1,0,0,0,0,0,,,,,,,,
1c905ffd0ae0e5f0,MiniCPM-Llama3-V-2_5,,,meta,llama,0,1,0,0,0,0,0,,,,,,,,
77d575506e4dd868,MiniCPM-V,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
d8194ce599131d19,MiniCPM-V-2,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
b7f4d8d92edd21e3,MiniCPM-V-2_6,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
7a18dcdebf7316e2,MiniCPM-o-2_6,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
956e71d064a00bcc,MiniGPT-4-v1-13B,13.0,1.1139433523068367,other_open,gpt,0,1,0,0,0,0,0,,,,,,,,
c4c6350e0053e148,MiniGPT-4-v1-7B,7.0,0.8450980400142568,other_open,gpt,0,1,0,0,0,0,0,,,,,,,,
024c3fde12b67087,MiniGPT-4-v2,,,other_open,gpt,0,1,0,0,0,0,0,,,,,,,,
9fad66df6c112df0,Moondream1,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
8f116364f4a2fe35,Moondream2,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
07818d63ccc2d622,NVLM,,,nvidia,other,0,0,0,0,0,0,0,,,,,,,,
090790261b78d67c,OmChat,,,other_open,other,1,1,0,0,0,0,0,,,,,,,,
48fef26a42c6cf4c,OmniLMM_12B,12.0,1.0791812460476249,other_open,other,0,1,0,0,0,0,0,,,,,,,,
8d49e27893af7c95,Ovis1.5-Gemma2-9B,9.0,0.9542425094393249,google,gemma,0,1,1,0,0,0,0,,,,,,,,
08fd536095c22787,Ovis1.5-Llama3-8B,8.0,0.9030899869919435,meta,llama,0,1,0,0,0,0,0,,,,,,,,
03e901a42236499c,Ovis1.6-Gemma2-27B,27.0,1.4313637641589874,google,gemma,0,1,1,0,0,0,0,,,,,,,,
d40ff99d89283080,Ovis1.6-Gemma2-9B,9.0,0.9542425094393249,google,gemma,0,1,1,0,0,0,0,,,,,,,,
87c480709a94132a,Ovis1.6-Llama3.2-3B,3.0,0.47712125471966244,meta,llama,0,1,0,0,0,0,0,,,,,,,,
b7e708a5ac5ae0d4,Ovis2-16B,16.0,1.2041199826559248,other_open,other,0,1,0,0,0,0,0,,,,,,,,
c7d5c871a1f5dacf,Ovis2-1B,1.0,0.0,other_open,other,0,1,0,0,0,0,0,,,,,,,,
2e22c6f8d12992ab,Ovis2-2B,2.0,0.3010299956639812,other_open,other,0,1,0,0,0,0,0,,,,,,,,
9eefcf69b4788e17,Ovis2-34B,34.0,1.5314789170422551,other_open,other,0,1,0,0,0,0,0,,,,,,,,
f73a2998c1e18040,Ovis2-4B,4.0,0.6020599913279624,other_open,other,0,1,0,0,0,0,0,,,,,,,,
54d418f8e3d8b3f6,Ovis2-8B,8.0,0.9030899869919435,other_open,other,0,1,0,0,0,0,0,,,,,,,,
78f0ea09fac9d540,POINTS-Qwen-2.5-7B-Chat,7.0,0.8450980400142568,qwen,qwen,1,1,0,0,0,0,0,,,,,,,,
21ac14755d22133a,POINTS-Yi-1.5-9B-Chat,9.0,0.9542425094393249,other_open,yi,1,1,0,0,0,0,0,,,,,,,,
c3d6d044ce9c24ed,POINTSV15-Qwen-2.5-7B-Chat,7.0,0.8450980400142568,qwen,qwen,1,1,0,0,0,0,0,,,,,,,,
134d86bf38988821,PandaGPT_13B,13.0,1.1139433523068367,other_open,other,0,0,0,0,0,0,0,,,,,,,,
4488b8b86b1ac061,Parrot,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
981cb1641a1bbcc5,Phi-3-Vision,,,microsoft,phi,0,1,0,0,0,0,0,,,,79.0,30.0,2024-05-19,,
152e6b564d70cb9a,Phi-3.5-Vision,,,microsoft,phi,0,1,0,0,0,0,0,,,,2069664.0,735.0,2024-08-16,,
47a10f2f79652906,Phi-4-Vision,,,microsoft,phi,0,1,0,0,0,0,0,,,,,,,,
c40ce0c34ec9d8b4,Pixtral-12B,12.0,1.0791812460476249,other_open,other,0,1,0,0,0,0,0,,,,,,,,
8b4a6ebe8d7b0bce,Qwen-VL-Max-0809,,,qwen,qwen,0,1,0,0,0,0,0,,,,,,,,
507f83549777b407,Qwen-VL-Plus-0809,,,qwen,qwen,0,1,0,0,0,0,0,,,,,,,,
f2047c8d7c8a042c,Qwen2-VL-2B-Instruct,2.0,0.3010299956639812,qwen,qwen,1,1,0,0,0,0,0,,,,3664767.0,503.0,2024-08-28,,
0bdd8059e7281e97,Qwen2-VL-72B-Instruct,72.0,1.8573324964312685,qwen,qwen,1,1,0,0,0,0,0,,,,28297.0,310.0,2024-09-17,,
1b8a569c1d6f0ddc,Qwen2-VL-7B-Instruct,7.0,0.8450980400142568,qwen,qwen,1,1,0,0,0,0,0,,,,2756711.0,1276.0,2024-08-28,,
b0fab146915dfefd,Qwen2.5-VL-3B,3.0,0.47712125471966244,qwen,qwen,0,1,0,0,0,0,0,,,,4827467.0,650.0,2025-01-26,,
caa0d7e4021a93df,Qwen2.5-VL-3B-Instruct,3.0,0.47712125471966244,qwen,qwen,1,1,0,0,0,0,0,,,,4827467.0,650.0,2025-01-26,,
664ee04bbcb994dc,Qwen2.5-VL-72B,72.0,1.8573324964312685,qwen,qwen,0,1,0,0,0,0,0,,,,294811.0,622.0,2025-01-27,131072.0,2.5e-07
3999eaac0196f8d2,Qwen2.5-VL-72B-Instruct,72.0,1.8573324964312685,qwen,qwen,1,1,0,0,0,0,0,,,,294811.0,622.0,2025-01-27,131072.0,2.5e-07
26e983f7dfac894d,Qwen2.5-VL-7B,7.0,0.8450980400142568,qwen,qwen,0,1,0,0,0,0,0,,,,5029797.0,1547.0,2025-01-26,,
ca74a511cfb839e8,Qwen2.5-VL-7B-Instruct,7.0,0.8450980400142568,qwen,qwen,1,1,0,0,0,0,0,,,,5029797.0,1547.0,2025-01-26,,
7a6c8bf50d1eb093,QwenVLMax,,,qwen,qwen,0,1,0,0,0,0,0,,,,,,,,
19061bd88e98d580,QwenVLPlus,,,qwen,qwen,0,1,0,0,0,0,0,,,,,,,,
c4ce7c23b9a478f3,RBDash_72b,72.0,1.8573324964312685,other_open,other,0,1,0,0,0,0,0,,,,,,,,
7ca79bef8c3e2ae5,RekaEdge,,,other_closed,other,0,0,1,0,0,0,0,,,,,,,,
f60426b8355a8228,RekaFlash,,,other_closed,other,0,0,1,0,0,0,0,,,,,,,,
0641bd2f4fca0ed4,Ristretto-3B,3.0,0.47712125471966244,other_open,other,0,1,0,0,0,0,0,,,,,,,,
84ccbe035119d3af,SAIL-VL-2B,2.0,0.3010299956639812,other_open,other,0,1,0,0,0,0,0,,,,,,,,
6c5032596b135731,SenseChat-Vision,,,other_open,other,1,1,0,0,0,0,0,,,,,,,,
5c7beb98c6126a1a,Slime-13B,13.0,1.1139433523068367,other_open,other,0,1,0,0,0,0,0,,,,,,,,
3dbe288e304081ec,Slime-7B,7.0,0.8450980400142568,other_open,other,0,1,0,0,0,0,0,,,,,,,,
5287716d4e3f4560,Slime-8B,8.0,0.9030899869919435,other_open,other,0,1,0,0,0,0,0,,,,,,,,
bd7aa73d63fdb74e,SmolVLM,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
49300ea59ca51430,SmolVLM-256M,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
76de7154ad775d1f,SmolVLM-500M,,,other_open,other,0,1,0,0,0,0,0,,,,,,,,
2b54dde8c4b39119,SmolVLM-DPO,,,other_open,other,1,1,0,0,0,0,0,,,,,,,,
